country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Belgium,BEL,24/04/2021,3426409,2677091,749318,33769,53881,29.56,23.1,6.47,4649,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,25/04/2021,3431848,2682515,749333,5439,53806,29.61,23.15,6.47,4643,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belize,BLZ,28/02/2021,0,0,,,,0,0,,,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,01/03/2021,,,,,208,,,,523,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,02/03/2021,417,417,,,208,0.1,0.1,,523,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,03/03/2021,673,673,,256,224,0.17,0.17,,563,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,04/03/2021,817,817,,144,204,0.21,0.21,,513,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,05/03/2021,996,996,,179,199,0.25,0.25,,500,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,06/03/2021,,,,,186,,,,468,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,07/03/2021,,,,,176,,,,443,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,08/03/2021,,,,,163,,,,410,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,09/03/2021,1466,1466,,,150,0.37,0.37,,377,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,10/03/2021,2489,2489,,1023,259,0.63,0.63,,651,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,11/03/2021,4933,4933,,2444,588,1.24,1.24,,1479,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,12/03/2021,7444,7444,,2511,921,1.87,1.87,,2316,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,13/03/2021,,,,,1006,,,,2530,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,14/03/2021,,,,,1091,,,,2744,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,15/03/2021,9585,9585,,,1177,2.41,2.41,,2960,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,16/03/2021,10972,10972,,1387,1358,2.76,2.76,,3415,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,17/03/2021,11943,11943,,971,1351,3,3,,3398,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,18/03/2021,13150,13150,,1207,1174,3.31,3.31,,2953,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,19/03/2021,15006,15006,,1856,1080,3.77,3.77,,2716,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,20/03/2021,,,,,1035,,,,2603,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,21/03/2021,,,,,990,,,,2490,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,22/03/2021,16202,16202,,,945,4.07,4.07,,2377,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,23/03/2021,17282,17282,,1080,901,4.35,4.35,,2266,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,24/03/2021,18182,18182,,900,891,4.57,4.57,,2241,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,25/03/2021,,,,,878,,,,2208,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,26/03/2021,20411,20411,,,772,5.13,5.13,,1942,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,27/03/2021,,,,,763,,,,1919,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,28/03/2021,,,,,753,,,,1894,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,29/03/2021,,,,,743,,,,1869,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,30/03/2021,,,,,636,,,,1600,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,31/03/2021,22067,22067,,,555,5.55,5.55,,1396,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,01/04/2021,,,,,434,,,,1091,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,02/04/2021,,,,,314,,,,790,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,03/04/2021,,,,,305,,,,767,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,04/04/2021,,,,,296,,,,744,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,05/04/2021,,,,,288,,,,724,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,06/04/2021,,,,,279,,,,702,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,07/04/2021,23958,23958,,,270,6.03,6.03,,679,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,08/04/2021,,,,,474,,,,1192,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,09/04/2021,27353,27353,,,678,6.88,6.88,,1705,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,10/04/2021,,,,,679,,,,1708,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,11/04/2021,,,,,680,,,,1710,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,12/04/2021,28188,28188,,,681,7.09,7.09,,1713,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,13/04/2021,29939,29939,,1751,893,7.53,7.53,,2246,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,14/04/2021,,,,,1086,,,,2731,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,15/04/2021,33180,33180,,,1075,8.34,8.34,,2704,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,16/04/2021,34262,34262,,1082,987,8.62,8.62,,2482,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,17/04/2021,,,,,1009,,,,2538,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,18/04/2021,,,,,1031,,,,2593,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,19/04/2021,,,,,1053,,,,2648,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,20/04/2021,35990,35990,,,864,9.05,9.05,,2173,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,21/04/2021,37097,37097,,1107,791,9.33,9.33,,1989,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,22/04/2021,38176,38176,,1079,714,9.6,9.6,,1796,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Belize,BLZ,23/04/2021,39330,39330,,1154,724,9.89,9.89,,1821,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2671252416506490/
Bermuda,BMU,10/01/2021,0,0,,,,0,0,,,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,11/01/2021,,,,,278,,,,4464,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,12/01/2021,,,,,278,,,,4464,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,13/01/2021,,,,,278,,,,4464,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,14/01/2021,,,,,278,,,,4464,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,15/01/2021,,,,,278,,,,4464,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,16/01/2021,1665,1665,,,278,2.67,2.67,,4464,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,17/01/2021,,,,,264,,,,4239,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,18/01/2021,,,,,250,,,,4015,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,19/01/2021,,,,,236,,,,3790,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,20/01/2021,,,,,222,,,,3565,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,21/01/2021,,,,,209,,,,3356,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,22/01/2021,,,,,195,,,,3131,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,23/01/2021,2932,2932,,,181,4.71,4.71,,2907,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,24/01/2021,,,,,195,,,,3131,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,25/01/2021,,,,,209,,,,3356,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,26/01/2021,,,,,224,,,,3597,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,27/01/2021,,,,,238,,,,3822,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,28/01/2021,,,,,252,,,,4047,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,29/01/2021,,,,,266,,,,4272,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,30/01/2021,4897,4897,,,281,7.86,7.86,,4512,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,31/01/2021,,,,,326,,,,5235,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,01/02/2021,,,,,372,,,,5974,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,02/02/2021,,,,,417,,,,6696,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,03/02/2021,,,,,463,,,,7435,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,04/02/2021,,,,,509,,,,8174,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,05/02/2021,,,,,554,,,,8896,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,06/02/2021,9095,7504,1591,,600,14.61,12.05,2.55,9635,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,07/02/2021,,,,,557,,,,8944,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,08/02/2021,,,,,515,,,,8270,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,09/02/2021,10000,8400,1600,,472,16.06,13.49,2.57,7580,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,10/02/2021,,,,,461,,,,7403,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,11/02/2021,,,,,451,,,,7242,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,12/02/2021,,,,,440,,,,7066,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,13/02/2021,,,,,430,,,,6905,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,14/02/2021,,,,,462,,,,7419,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,15/02/2021,13155,,,,494,21.12,,,7933,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,16/02/2021,,,,,531,,,,8527,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,17/02/2021,,,,,536,,,,8607,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,18/02/2021,,,,,540,,,,8671,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,19/02/2021,,,,,545,,,,8752,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,20/02/2021,,,,,550,,,,8832,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,21/02/2021,,,,,555,,,,8912,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,22/02/2021,17073,12304,4769,,560,27.42,19.76,7.66,8993,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,23/02/2021,,,,,584,,,,9378,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,24/02/2021,,,,,607,,,,9747,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,25/02/2021,,,,,631,,,,10133,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,26/02/2021,,,,,655,,,,10518,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,27/02/2021,20705,13659,7046,,679,33.25,21.93,11.31,10904,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,28/02/2021,,,,,648,,,,10406,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,01/03/2021,21387,,,,616,34.34,,,9892,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,02/03/2021,,,,,695,,,,11161,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,03/03/2021,23939,15294,8645,,773,38.44,24.56,13.88,12413,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,04/03/2021,,,,,747,,,,11996,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,05/03/2021,,,,,720,,,,11562,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,06/03/2021,,,,,694,,,,11144,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,07/03/2021,,,,,723,,,,11610,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,08/03/2021,,,,,751,,,,12060,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,09/03/2021,,,,,646,,,,10374,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,10/03/2021,27727,17395,10332,,541,44.52,27.93,16.59,8688,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,11/03/2021,,,,,543,,,,8720,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,12/03/2021,,,,,544,,,,8736,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,13/03/2021,,,,,545,,,,8752,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,14/03/2021,,,,,547,,,,8784,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,15/03/2021,30481,18807,11674,,548,48.95,30.2,18.75,8800,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,16/03/2021,,,,,547,,,,8784,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,17/03/2021,,,,,545,,,,8752,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,18/03/2021,,,,,543,,,,8720,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,19/03/2021,,,,,540,,,,8671,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,20/03/2021,,,,,537,,,,8623,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,21/03/2021,,,,,535,,,,8591,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,22/03/2021,34204,21049,13155,,532,54.93,33.8,21.12,8543,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,23/03/2021,,,,,558,,,,8961,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,24/03/2021,,,,,585,,,,9394,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,25/03/2021,,,,,611,,,,9812,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,26/03/2021,,,,,638,,,,10245,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,27/03/2021,37788,22417,15371,,664,60.68,36,24.68,10663,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,28/03/2021,,,,,648,,,,10406,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,29/03/2021,,,,,632,,,,10149,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,30/03/2021,,,,,590,,,,9474,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,31/03/2021,,,,,547,,,,8784,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,01/04/2021,,,,,505,,,,8109,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,02/04/2021,,,,,463,,,,7435,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,03/04/2021,,,,,420,,,,6744,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,04/04/2021,41152,23791,17361,,420,66.08,38.2,27.88,6744,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,05/04/2021,,,,,470,,,,7547,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
Bermuda,BMU,06/04/2021,,,,,520,,,,8350,Pfizer/BioNTech,Government of Bermuda,https://www.royalgazette.com/health/news/article/20210420/live-government-press-conference-on-covid-19-at-5-30pm/
